artist_slug,production_artist_id,local_artist_id,artist_name,entity_type,status,popular,popularity_rank,artline_artist_url,current_aliases,current_birth_year,current_death_year,current_date_display,current_country_codes,current_country_relationships,geography_review_state,has_biography,current_authority_ids,current_source_urls,artworks,paintings,no_primary_image,no_displayable_image,paintings_no_displayable_image,research_gaps,proposed_name,proposed_country_codes,country_evidence_url,country_evidence_fact,proposed_birth_year,proposed_death_year,date_evidence_url,proposed_artist_authority_url,proposed_artist_source_url,research_outcome,research_notes,checked_at
edouard-manet-q40599,1ca7e678-cc47-474b-8060-9a4d035549e7,1ca7e678-cc47-474b-8060-9a4d035549e7,Édouard Manet,person,review,true,30,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/edouard-manet-q40599,"[""ed. manet"",""Edouard Manet"",""Eduard Manė"",""eduard manet"",""eduoard manet"",""edward manet"",""e. manet"",""Manet"",""manet e."",""manet edouard""]",1832,1883,1832–1883,FR,"[{""country_code"":""FR"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""FR"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""nga-constituent"",""id"":""1506"",""url"":""""},{""scheme"":""smk-person"",""id"":""32947_person"",""url"":""https://api.smk.dk/api/v1/art?object_number=KMS3270""},{""scheme"":""tate-person"",""id"":""1567"",""url"":""https://www.tate.org.uk/art/artists/edouard-manet-1567""},{""scheme"":""walters-person"",""id"":""8111"",""url"":""https://purl.thewalters.org/art/37.893""},{""scheme"":""wikidata"",""id"":""Q40599"",""url"":""https://www.wikidata.org/wiki/Q40599""}]","[""https://api.smk.dk/api/v1/art?object_number=KMS3270"",""https://collections.artsmia.org/art/1689"",""https://pantheon.world/profile/person/%C3%89douard_Manet"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.pop.culture.gouv.fr/notice/joconde/M5060000057"",""https://www.tate.org.uk/art/artists/edouard-manet-1567"",""https://www.wikidata.org/wiki/Q40599""]",260,93,50,50,38,,,,,,,,,,,,,
alfred-sisley-q175130,1e034d4c-3569-4004-b9d7-2cabb5c34795,1e034d4c-3569-4004-b9d7-2cabb5c34795,Alfred Sisley,person,review,true,77,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/alfred-sisley-q175130,"[""alfred sissley"",""Arthur Sisley"",""a. sisley"",""Sisley"",""sisley a.""]",1839,1899,1839–1899,FR,"[{""country_code"":""FR"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""FR"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""nga-constituent"",""id"":""1877"",""url"":""""},{""scheme"":""smk-person"",""id"":""1422_person"",""url"":""https://api.smk.dk/api/v1/art?object_number=KMS3272""},{""scheme"":""tate-person"",""id"":""1948"",""url"":""https://www.tate.org.uk/art/artists/alfred-sisley-1948""},{""scheme"":""walters-person"",""id"":""3351"",""url"":""https://purl.thewalters.org/art/37.355""},{""scheme"":""wikidata"",""id"":""Q175130"",""url"":""https://www.wikidata.org/wiki/Q175130""}]","[""https://api.smk.dk/api/v1/art?object_number=KMS3272"",""https://pantheon.world/profile/person/Alfred_Sisley"",""https://purl.thewalters.org/art/37.992"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.pop.culture.gouv.fr/notice/joconde/07290022286"",""https://www.tate.org.uk/art/artists/alfred-sisley-1948"",""https://www.wikidata.org/wiki/Q175130""]",115,91,76,76,61,,,,,,,,,,,,,
el-greco-q301,1e0af779-3de1-4811-adab-6e7dcaaabf29,1e0af779-3de1-4811-adab-6e7dcaaabf29,El Greco,person,review,true,27,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/el-greco-q301,"[""Domenico Greco"",""Domenico Greco Teotocópuli"",""Domenicos Theotocopoulis"",""Domenicos Theotocopoulos"",""Domenicos Theotocopuli"",""Domenicos Theotokópoulos"",""Domenico Tehocopopuli"",""Domenico Teoscopoli"",""Domenico Teotocopulo"",""Domenico Teotopopuli"",""Domenico Theocopoli"",""Domenico Theocopuli"",""Domenico Theopoli"",""Domenico Theoscopoli"",""Domenico Theotocopolo"",""Domenico Theotocopopulos"",""Domenico Theotocopouli"",""Doménico Theotocopoulis"",""Doménico Theotocopoulos"",""Domenico Theotocopuli"",""Domenico Theotocopulo"",""Domenico Theotocopuly"",""Domenico Theotokopoli"",""Domenico Theotokopolis"",""Domenico Theotokopoulos"",""Domenico Theotokopuli"",""Domenico Theotorotoli"",""Domenico Theotoskopoli"",""Domenikos Theotocopoulis"",""Domenikos Theotocopoulos"",""Doménikos Theotocópuli"",""Domenikos Theotokopolous"",""Domenikos Theotokopoulos"",""Doménikos Zeotokopoulos"",""Domeniko Theotokopoulos"",""Domingo de Theotocopuli"",""Domingo Greco"",""Domingo Teotocópul"",""Domingo Theotocópuli"",""Dominico Greco"",""Dominico Greco Teotocopuli"",""Dominico, Griego Theotocópuli"",""Dominico Theotocopuli"",""Dominikos Greco"",""Dom Thoepotuli"",""El Dominico"",""El Griego"",""Greco Domenicos Theotocopuli"",""Grego scolare di Titiano"",""Il Greco"",""Le Grec"",""Menegos Theotokopoulos"",""Tehocopopuli"",""Teoscopoli"",""Teotocopuli"",""Theocopoli"",""Theopoli"",""Theotocopoli"",""Theotocopuli"",""Theotokopoli"",""Theotokopolis"",""Δομήνικος Θεοτοκόπουλος (Doménikos Theotokópoulos)""]",1541,1614,1541–1614,GR,"[{""country_code"":""GR"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""GR"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""walters-person"",""id"":""2284"",""url"":""https://purl.thewalters.org/art/37.424""},{""scheme"":""wikidata"",""id"":""Q301"",""url"":""https://www.wikidata.org/wiki/Q301""}]","[""https://pantheon.world/profile/person/El_Greco"",""https://purl.thewalters.org/art/37.424"",""https://www.wikidata.org/wiki/Q301""]",27,27,11,11,11,,,,,,,,,,,,,
albrecht-durer-q5580,1e6dc7e2-7c1d-4ec6-b3a6-25c05bfe4a93,1e6dc7e2-7c1d-4ec6-b3a6-25c05bfe4a93,Albrecht Dürer,person,review,true,8,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/albrecht-durer-q5580,"[""A.B. Duur"",""A Durer"",""A. Durerus"",""A. Duri"",""A. Durre"",""A. Dürrer"",""A. Duru"",""A. Duur"",""A. Duurer"",""Aelbert Duur"",""Aelbregt Duur"",""Alb. Düren"",""Alb. Durer"",""Alb. Duro"",""Alb. Durrer"",""Alberdure"",""Alber Dure"",""Alberdurer"",""Alberdures"",""Albero Duro"",""Albert Daret"",""Albert Drurer"",""Albert Duer"",""Albert Duerer"",""Albert Dúr"",""Albert Dura"",""Albert Dure"",""Albert Dürer"",""Albert Duur"",""Albert-Duver"",""Albert Duyrer"",""Alberto de Dura"",""Alberto Dura"",""Alberto Duredo"",""Alberto Durer"",""Alberto Durero"",""Alberto Dureroe"",""Alberto Duri"",""Alberto Duro"",""Albertto duro"",""Albertus Durer"",""Albertus Durerus"",""Albert van Dürer"",""Albr. Dürer"",""Albrecht Djurer"",""Albrecht Duerer"",""Albrecht Düren"",""Albrecht DurerDura"",""Albrecht Dürrer"",""Albrecht Dyrer"",""Albrecht Dyura"",""Albrecht Türer"",""Albrehts Dīrers"",""Albrekht Diurer"",""Aldrecht Durer"",""Al. Durer"",""Alverto Dureño"",""Dürer"",""Durer. Albert"",""Dürer Albr."",""durer albrecht""]",1471,1528,1471–1528,DE,"[{""country_code"":""DE"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""DE"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""nga-constituent"",""id"":""1256"",""url"":""""},{""scheme"":""wikidata"",""id"":""Q5580"",""url"":""https://www.wikidata.org/wiki/Q5580""}]","[""https://pantheon.world/profile/person/Albrecht_D%C3%BCrer"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.wikidata.org/wiki/Q5580""]",1090,19,69,69,2,,,,,,,,,,,,,
diego-velazquez-q297,1eabe2ef-59c0-4623-a918-3bf3c88d2284,1eabe2ef-59c0-4623-a918-3bf3c88d2284,Diego Velázquez,person,review,true,17,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/diego-velazquez-q297,[],1599,1660,1599–1660,ES,"[{""country_code"":""ES"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""ES"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""nga-constituent"",""id"":""1950"",""url"":""""},{""scheme"":""walters-person"",""id"":""2674"",""url"":""https://purl.thewalters.org/art/37.1191""},{""scheme"":""wikidata"",""id"":""Q297"",""url"":""https://www.wikidata.org/wiki/Q297""}]","[""https://pantheon.world/profile/person/Diego_Vel%C3%A1zquez"",""https://purl.thewalters.org/art/37.1191"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.wikidata.org/wiki/Q297""]",26,26,6,6,6,,,,,,,,,,,,,
lucas-cranach-the-elder-q191748,1ee91149-1448-414a-ae66-9baf6617b9a1,1ee91149-1448-414a-ae66-9baf6617b9a1,Lucas Cranach the Elder,person,review,true,68,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/lucas-cranach-the-elder-q191748,"[""Cranaccio"",""Cranach"",""Cranach d. Ä. Lucas"",""Cranach Luc."",""cranach lucas d. alt."",""cranach lucas der altere"",""Cranack"",""Cranak"",""Cronach"",""genannt Cranach dem Alten von Lucas Müller"",""Kranach"",""L. Cranac"",""L. Cranaccio"",""L. Cranach"",""l. cranach d. aelt."",""l. cranach d. alt."",""L. Cranache"",""L. Cranack"",""L. Kranach"",""L. Kranachen"",""L. Kronach"",""Luca Cranach"",""Luca Cranch"",""Luca Kranach"",""Luca Kranack"",""Lucas Cranaccio"",""lucas cranach d. a."",""lucas cranach d. ae."",""lucas cranach d. aelt."",""lucas cranach d. alt."",""lucas cranach d.Ä.lt"",""Lucas Cranache"",""Lucas Cranach (I)"",""Lucas Cranach, the Elder"",""Lucas Cranack"",""Lucas Cranch"",""Lucas Cranik"",""lucas d. a. cranach"",""Lucas d. Ält. Cranach"",""Lucas de Cranach"",""Lucas de Cronach"",""Lucas Granach"",""Lucas I Cranach"",""Lucas Kraen"",""Lucas Kranach"",""Lucas Kranachen"",""Lucas Kranack"",""Lucas Krane"",""Lucas Kranich"",""Lucas Kronach"",""Lucas Maler"",""Lucas Moller"",""Lucas Müller"",""Lucas Müller genannt Cranach"",""Lucas Sonder"",""Lucas Sunder"",""Lucas, the elder Cranach"",""Lucas van, Germ. Cranach"",""Luc. Cranach"",""Luc. Cronach"",""Lucius Branach"",""Luckas Cranach d. Ä."",""Luc. Kranach"",""Luc. Kranachen"",""Luka Kranakh"",""Lukas Cranach"",""Lukas Cranach D. Ä."",""Lukas Cranach d. Ae."",""Lukas Cranach dem Aeltern"",""Lukas d. Ä. Cranach"",""lukas d. ae. cranach"",""Lukas Kranach"",""L. von Cranach"",""Muller Cranach"",""Sunder Cranach"",""the elder, lucas cranach"",""von Lucas Kranach dem ältern""]",1472,1553,1472–1553,DE,"[{""country_code"":""DE"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""DE"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""nga-constituent"",""id"":""1179"",""url"":""""},{""scheme"":""smk-person"",""id"":""1599_person"",""url"":""https://api.smk.dk/api/v1/art?object_number=KMSsp722""},{""scheme"":""walters-person"",""id"":""3838"",""url"":""https://purl.thewalters.org/art/37.269""},{""scheme"":""wikidata"",""id"":""Q191748"",""url"":""https://www.wikidata.org/wiki/Q191748""}]","[""https://api.smk.dk/api/v1/art?object_number=KMSsp722"",""https://pantheon.world/profile/person/Lucas_Cranach_the_Elder"",""https://purl.thewalters.org/art/37.269"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://vocab.getty.edu/ulan/500115364"",""https://www.wikidata.org/wiki/Q191748""]",139,54,18,18,18,,,,,,,,,,,,,
joan-miro-q152384,20171b4c-c8fb-44d6-a1c6-f2da3f2b2603,20171b4c-c8fb-44d6-a1c6-f2da3f2b2603,Joan Miró,person,review,true,35,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/joan-miro-q152384,"[""Jean Miró"",""Joan Miro"",""Joan Miró Ferrà"",""Joan Miro i Ferra"",""Miluo"",""Miro""]",1893,1983,1893–1983,ES,"[{""country_code"":""ES"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""ES"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""moma-person"",""id"":""4016"",""url"":""https://www.moma.org/collection/works/79341""},{""scheme"":""nga-constituent"",""id"":""1721"",""url"":""""},{""scheme"":""tate-person"",""id"":""1646"",""url"":""https://www.tate.org.uk/art/artists/joan-miro-1646""},{""scheme"":""wikidata"",""id"":""Q152384"",""url"":""https://www.wikidata.org/wiki/Q152384""}]","[""https://media.githubusercontent.com/media/MuseumofModernArt/collection/7f1a337ee48e7daa05b5fdbc575a1797ac23b6cf/Artists.csv"",""https://pantheon.world/profile/person/Joan_Mir%C3%B3"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.moma.org/collection/works/79341"",""https://www.tate.org.uk/art/artists/joan-miro-1646"",""https://www.wikidata.org/wiki/Q152384""]",129,51,129,129,51,,,,,,,,,,,,,
francisco-de-zurbaran-q209615,206dcf0c-318c-4596-8219-81f54319d7a8,206dcf0c-318c-4596-8219-81f54319d7a8,Francisco de Zurbarán,person,review,true,70,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/francisco-de-zurbaran-q209615,"[""francesco de zurbaran"",""francesco zurbaran"",""Francisco de Zubaran"",""Francisco De Zurbaran"",""Francisco de Zurbarán Márquez"",""Francisco de Zurbarán Salazar"",""Francisco de Zurbarán y Salazar"",""Francisco de Zurbarran"",""Francisco de Zurberan"",""Francisco Zurbarán"",""François Zurbarán"",""Fransisko Surbaran"",""fran^Tco^R Zubaran"",""fran.^Tco^R zurbaran"",""F. Zurbaran"",""Zubaran"",""Zuberan"",""Zuberon"",""Zurbaran"",""zurbaran francisco"",""Zurbarran"",""Zurberan"",""Zurburan""]",1598,1664,1598–1664,ES,"[{""country_code"":""ES"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""ES"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""nga-constituent"",""id"":""1993"",""url"":""""},{""scheme"":""wikidata"",""id"":""Q209615"",""url"":""https://www.wikidata.org/wiki/Q209615""}]","[""https://pantheon.world/profile/person/Francisco_de_Zurbar%C3%A1n"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.pop.culture.gouv.fr/notice/joconde/09940005608"",""https://www.wikidata.org/wiki/Q209615""]",23,23,12,12,12,,,,,,,,,,,,,
claude-lorrain-q214074,22910ad1-23c3-42b1-94d0-c0ba32681f3b,22910ad1-23c3-42b1-94d0-c0ba32681f3b,Claude Lorrain,person,review,true,100,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/claude-lorrain-q214074,"[""Claude"",""Claude Gellée"",""Claude Lorraine""]",1600,1682,1600–1682,,"[{""country_code"":""FR"",""relationship_type"":""birth"",""is_primary"":false}]",not_reviewed,true,"[{""scheme"":""nga-constituent"",""id"":""1145"",""url"":""""},{""scheme"":""wikidata"",""id"":""Q214074"",""url"":""https://www.wikidata.org/wiki/Q214074""}]","[""https://pantheon.world/profile/person/Claude_Lorrain"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.pop.culture.gouv.fr/notice/joconde/09940005577"",""https://www.wikidata.org/wiki/Q214074""]",114,25,61,61,16,country,,FR,https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/main/data/constituents.csv,"Official NGA constituent 1145, Claude Lorrain, Wikidata Q214074: nationality = French; displaydate = French, 1604/1605 - 1682. French is explicit cultural/nationality metadata. Birth in Lorraine and work in Rome do not independently create additional affiliations. Birth is given as 1604/1605; no single birth year proposed.",,,,,https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/main/data/constituents.csv,verified_metadata_only,Country evidence researched. Additional museum paintings were sought in the NGA objects dataset and checked against the complete supplied active/archived index and redirects. See duplicate_check_audit.csv.,2026-09-15T19:16:49.818984Z
marc-chagall-q93284,25295ca4-6741-4a13-b185-a59fc7fba86d,25295ca4-6741-4a13-b185-a59fc7fba86d,Marc Chagall,person,review,true,36,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/marc-chagall-q93284,"[""Chagall"",""Marc Szagal"",""Marc Zakharovich Chagall"",""Mark Sacharovich Schagal Chagall"",""Marḳ Shagal"",""Mark Shahal"",""Mark Zakharovich Shagal'"",""Marŭkkŭ Syagal"",""m. chagall"",""Moïche Zakharovitch Chagalov"",""Moses Shagal"",""Moshe Segal"",""M. Shagal"",""Syagal""]",1887,1985,1887–1985,FR,"[{""country_code"":""BY"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""FR"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""fng-person"",""id"":""70130"",""url"":""https://kokoelma.kansallisgalleria.fi/en/object/467713""},{""scheme"":""moma-person"",""id"":""1055"",""url"":""https://www.moma.org/collection/works/79365""},{""scheme"":""nga-constituent"",""id"":""1117"",""url"":""""},{""scheme"":""tate-person"",""id"":""881"",""url"":""https://www.tate.org.uk/art/artists/marc-chagall-881""},{""scheme"":""wikidata"",""id"":""Q93284"",""url"":""https://www.wikidata.org/wiki/Q93284""}]","[""https://en.wikipedia.org/wiki/Marc_Chagall"",""https://pantheon.world/profile/person/Marc_Chagall"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.moma.org/collection/works/79365"",""https://www.tate.org.uk/art/artists/marc-chagall-881"",""https://www.wikidata.org/wiki/Q93284""]",688,77,688,688,77,,,,,,,,,,,,,
oskar-kokoschka-q154260,28f9be0b-05db-4892-b23a-70125e89ac11,28f9be0b-05db-4892-b23a-70125e89ac11,Oskar Kokoschka,person,review,true,94,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/oskar-kokoschka-q154260,"[""kokoschka"",""O. Kokoschka"",""Oscar Kokoschka""]",1886,1980,1886–1980,AT,"[{""country_code"":""AT"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""AT"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""fng-person"",""id"":""63524"",""url"":""https://kokoelma.kansallisgalleria.fi/en/object/522506""},{""scheme"":""moma-person"",""id"":""3197"",""url"":""https://www.moma.org/collection/works/80190""},{""scheme"":""nga-constituent"",""id"":""4526"",""url"":""""},{""scheme"":""tate-person"",""id"":""1430"",""url"":""https://www.tate.org.uk/art/artists/oskar-kokoschka-1430""},{""scheme"":""wikidata"",""id"":""Q154260"",""url"":""https://www.wikidata.org/wiki/Q154260""}]","[""https://media.githubusercontent.com/media/MuseumofModernArt/collection/7f1a337ee48e7daa05b5fdbc575a1797ac23b6cf/Artists.csv"",""https://pantheon.world/profile/person/Oskar_Kokoschka"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.moma.org/collection/works/80190"",""https://www.tate.org.uk/art/artists/oskar-kokoschka-1430"",""https://www.wikidata.org/wiki/Q154260""]",59,18,59,59,18,,,,,,,,,,,,,
jan-van-eyck,2ca3da36-0fb2-4073-bacb-a51627590557,2ca3da36-0fb2-4073-bacb-a51627590557,Jan van Eyck,person,review,true,37,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/jan-van-eyck,"[""A. VAN EYCK"",""A. V. Eyck"",""dit de Bruges Jean Van-Eyck"",""Eyck"",""Gio. Vannuch"",""I. V. Eyk"",""Jan Eyck"",""Jan. Van Eyck"",""Jan Van Eycke"",""J. de Bruge"",""Jean Eyck"",""Jean Van Dyck"",""Jean Van Eck"",""Jean van Eick"",""Jean Van Eych"",""Jean van Eyck"",""Jean Van Eyck de Bruges"",""Jean Van Eycke"",""Jean van Eyk"",""Jobnob. Eyck"",""Johannes van Eyck"",""Johann van Eyk"",""Johnab. Eyck"",""John of Bruges"",""John of Brughes"",""John van Eck"",""John van Eick"",""John van Eyck"",""John van Eycke"",""J. Van Eck"",""J. Van Eick"",""Jvan Eyck"",""J. Van Eyck"",""J. Van Eyk"",""J. Vanheyck"",""J. v. Eyck"",""J. V. Eycke"",""The inventor of Painting in Oil John van Eyck"",""Van Ecke"",""Van Eick"",""Van Eijck"",""Van Eycèe"",""Van. Eyck"",""Van Eycke"",""Van Eyk"",""Van Eyke"",""Vaneyquen"",""Van Heyck"",""Vannuch"",""V. Eyck""]",,1441,active 1422–1441,NL,"[{""country_code"":""BE"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""NL"",""relationship_type"":""cultural_affiliation"",""is_primary"":true}]",classified,false,"[{""scheme"":""nga-constituent"",""id"":""1270"",""url"":""""},{""scheme"":""wikidata"",""id"":""Q102272"",""url"":""https://www.wikidata.org/wiki/Q102272""}]","[""https://pantheon.world/profile/person/Jan_van_Eyck"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.nationalgallery.org.uk/artists/jan-van-eyck"",""https://www.wikidata.org/wiki/Q102272""]",8,8,3,3,3,birth_year,,,,,,,,,,,,
pierre-auguste-renoir-q39931,337df45c-04d2-4449-bcc4-cb7243489b4f,337df45c-04d2-4449-bcc4-cb7243489b4f,Pierre-Auguste Renoir,person,review,true,19,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/pierre-auguste-renoir-q39931,"[""a. renoir"",""Auguste Renoir"",""august renoir"",""firmin auguste renoir"",""p.a. renoir"",""Pierre Auguste Renoir"",""Pierre August Renoir"",""Pjer-Ogist Renoar"",""Renoir"",""renoir p.a.""]",1841,1919,1841–1919,FR,"[{""country_code"":""FR"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""FR"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""nga-constituent"",""id"":""1823"",""url"":""""},{""scheme"":""tate-person"",""id"":""1828"",""url"":""https://www.tate.org.uk/art/artists/auguste-renoir-1828""},{""scheme"":""wikidata"",""id"":""Q39931"",""url"":""https://www.wikidata.org/wiki/Q39931""}]","[""https://collections.artsmia.org/art/1163"",""https://pantheon.world/profile/person/Pierre-Auguste_Renoir"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.pop.culture.gouv.fr/notice/joconde/00000055056"",""https://www.tate.org.uk/art/artists/auguste-renoir-1828"",""https://www.wikidata.org/wiki/Q39931""]",261,146,82,82,44,,,,,,,,,,,,,
piet-mondrian-q151803,33eaba3f-99ac-40ef-8da9-2b34753e0a30,33eaba3f-99ac-40ef-8da9-2b34753e0a30,Piet Mondrian,person,review,true,29,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/piet-mondrian-q151803,"[""Mondriaan"",""Piet Cornelies Mondrian"",""Piet Cornelis Mondrian""]",1872,1944,1872–1944,NL,"[{""country_code"":""NL"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""NL"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""moma-person"",""id"":""4057"",""url"":""https://www.moma.org/collection/works/79816""},{""scheme"":""nga-constituent"",""id"":""1725"",""url"":""""},{""scheme"":""tate-person"",""id"":""1651"",""url"":""https://www.tate.org.uk/art/artists/piet-mondrian-1651""},{""scheme"":""wikidata"",""id"":""Q151803"",""url"":""https://www.wikidata.org/wiki/Q151803""}]","[""https://media.githubusercontent.com/media/MuseumofModernArt/collection/7f1a337ee48e7daa05b5fdbc575a1797ac23b6cf/Artists.csv"",""https://pantheon.world/profile/person/Piet_Mondrian"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.moma.org/collection/works/79816"",""https://www.tate.org.uk/art/artists/piet-mondrian-1651"",""https://www.wikidata.org/wiki/Q151803""]",41,36,26,26,25,,,,,,,,,,,,,
henri-rousseau-q156386,37971541-39d2-45f3-ad88-e71dc607e53c,37971541-39d2-45f3-ad88-e71dc607e53c,Henri Rousseau,person,review,true,74,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/henri-rousseau-q156386,"[""Customs Officer"",""Douanier"",""Douanier Rousseau"",""Henri Julian Felix Rousseau"",""Henri Julien Felix Rousseau"",""Henri Julien Rousseau"",""Henri rousseau"",""Henry Julien Felix Rousseau"",""h. rousseau"",""le Douanier"",""Le Douanier Rousseau"",""Rousseau Douanier"",""rousseau h.""]",1844,1910,1844–1910,FR,"[{""country_code"":""FR"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""FR"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""moma-person"",""id"":""5056"",""url"":""https://www.moma.org/collection/works/79277""},{""scheme"":""nga-constituent"",""id"":""1845"",""url"":""""},{""scheme"":""wikidata"",""id"":""Q156386"",""url"":""https://www.wikidata.org/wiki/Q156386""}]","[""https://media.githubusercontent.com/media/MuseumofModernArt/collection/7f1a337ee48e7daa05b5fdbc575a1797ac23b6cf/Artists.csv"",""https://pantheon.world/profile/person/Henri_Rousseau"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.moma.org/collection/works/79277"",""https://www.wikidata.org/wiki/Q156386""]",23,21,12,12,11,,,,,,,,,,,,,
