task_id,priority,research_gaps,artwork_slug,production_artwork_id,local_artwork_id,status,artline_artwork_url,current_title,current_artist_slugs,current_creator_relationships,current_unlinked_creator_label,current_country_codes,popular,current_date_text,current_year_start,current_year_end,current_date_precision,date_scope,current_work_type,current_object_form,current_medium,current_dimensions,current_museum_slug,current_museum,current_museum_country_code,current_museum_url,current_accession_number,current_authority_ids,current_source_urls,selection_evidence_recorded,current_image_url,image_state,current_image_source_page_url,current_image_license,current_image_license_url,current_image_credit,proposed_title,proposed_artist_slug,proposed_artist_name,proposed_artist_authority_url,proposed_attribution_role,proposed_country_codes,country_evidence_url,proposed_date_text,proposed_year_start,proposed_year_end,proposed_date_precision,date_evidence_url,proposed_work_type,proposed_medium,proposed_dimensions,proposed_museum,proposed_museum_url,proposed_museum_country_code,proposed_accession_number,proposed_source_object_id,verified_source_name,verified_source_record_url,metadata_terms_url,proposed_image_url,proposed_image_source_page_url,proposed_thumbnail_url,proposed_iiif_manifest_url,proposed_image_license,proposed_image_license_url,image_rights_evidence_url,image_rights_fact,image_attribution,image_creator_credit,proposed_image_width,proposed_image_height,visual_match_verified,image_rights_result,research_outcome,research_notes,checked_at
053b2f41-416a-4fee-bd14-dca3a3dc2168,1,image,europe-uffizi-bfb84830316d-bacchus,053b2f41-416a-4fee-bd14-dca3a3dc2168,053b2f41-416a-4fee-bd14-dca3a3dc2168,review,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/caravaggio-q42207/works/053b2f41-416a-4fee-bd14-dca3a3dc2168,Bacchus,caravaggio-q42207,"[{""artist_slug"":""caravaggio-q42207"",""name"":""Caravaggio"",""role"":""primary""}]",,IT,true,1598 c.,1598,1598,circa,eligible,painting,,Oil on canvas,95 × 85 cm,uffizi,Uffizi Galleries,,https://www.uffizi.it/en/,1890 n.5312,"[{""scheme"":""european-uffizi-object"",""id"":""1890 n.5312"",""url"":""https://www.uffizi.it/en/artworks/caravaggio-bacchus""}]","[""https://www.uffizi.it/en/artworks/caravaggio-bacchus""]",true,,missing,,,,,Bacchus,caravaggio-q42207,Michelangelo Merisi da Caravaggio,,primary,,,1598 c.,1598,1598,circa,https://www.uffizi.it/en/artworks/caravaggio-bacchus,painting,Oil on canvas,95 x 85 cm,Uffizi Galleries,https://www.uffizi.it/en/,,1890 n. 5312,,Uffizi Galleries,https://www.uffizi.it/en/artworks/caravaggio-bacchus,,https://upload.wikimedia.org/wikipedia/commons/9/96/Baco%2C_por_Caravaggio.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original,"https://commons.wikimedia.org/wiki/File:Baco,_por_Caravaggio.jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/9/96/Baco%2C_por_Caravaggio.jpg/960px-Baco%2C_por_Caravaggio.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=thumbnail&_=20230418094719,,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/deed.en,"https://commons.wikimedia.org/wiki/File:Baco,_por_Caravaggio.jpg",The exact Commons file carries Public Domain Mark 1.0 and a PD-Art statement covering the faithful reproduction and the original artwork. Its source/photographer provenance is retained in the credit. Commons notes that reuse of PD-Art photographs may differ by jurisdiction.,Michelangelo Merisi da Caravaggio; Uffizi Galleries; Public Domain Mark 1.0; https://creativecommons.org/publicdomain/mark/1.0/deed.en; no changes made.,Michelangelo Merisi da Caravaggio; Uffizi Galleries,2633,3000,true,approved,verified_image,"Viewed the complete unframed painting: youthful Bacchus with vine crown, wine glass at image right, fruit in front and decanter at left. Matches Uffizi 5312 and its portrait format.",2026-09-15T19:09:17.906678Z
0bccf73f-8f26-46e2-bacf-465c0d1e3c33,1,image,europe-pushkin-4c0564cd8d76-giant-mountains-view-of-the-small-sturmhaube-from-warmbrunn,0bccf73f-8f26-46e2-bacf-465c0d1e3c33,0bccf73f-8f26-46e2-bacf-465c0d1e3c33,review,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/caspar-david-friedrich-q104884/works/0bccf73f-8f26-46e2-bacf-465c0d1e3c33,Giant Mountains (View of the Small Sturmhaube from Warmbrunn),caspar-david-friedrich-q104884,"[{""artist_slug"":""caspar-david-friedrich-q104884"",""name"":""Caspar David Friedrich"",""role"":""primary""}]",,DE,true,1810-s,1810,1819,decade,eligible,painting,,oil on canvas,45х58 cm,pushkin-state-museum-fine-arts,Pushkin State Museum of Fine Arts,RU,https://pushkinmuseum.art,Ж-2199,"[{""scheme"":""european-pushkin-object"",""id"":""5913"",""url"":""https://pushkinmuseum.art/data/fonds/europe_and_america/j/0000_1000/zh_2199/index.php""}]","[""https://pushkinmuseum.art/data/fonds/europe_and_america/j/0000_1000/zh_2199/index.php""]",true,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,unresolved,blocked,"Attempted supplied/source-discovered URL https://pushkinmuseum.art/data/fonds/europe_and_america/j/0000_1000/zh_2199/index.php. Legacy page returned only the title, site warnings and footer, without usable object metadata.",2026-09-15T19:05:12.138391Z
696db5f8-1775-4444-9dba-73c1968ba586,1,image,uffizi-Q1569622-santa-trinita-maesta,696db5f8-1775-4444-9dba-73c1968ba586,696db5f8-1775-4444-9dba-73c1968ba586,review,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/cimabue-q15790/works/696db5f8-1775-4444-9dba-73c1968ba586,Santa Trinita Maestà,cimabue-q15790,"[{""artist_slug"":""cimabue-q15790"",""name"":""Cimabue"",""role"":""primary""}]",,IT,true,c. 1290–1300,1290,1300,circa_range,eligible,painting,,"Tempera on wood, gold background",384 × 223 cm,uffizi,Uffizi Galleries,,https://www.uffizi.it/en/,1890 no. 8343,"[{""scheme"":""uffizi-object"",""id"":""Q1569622"",""url"":""https://www.uffizi.it/en/artworks/virgin-and-child-enthroned-and-prophets-santa-trinita-maesta""}]","[""https://www.uffizi.it/en/artworks/virgin-and-child-enthroned-and-prophets-santa-trinita-maesta"",""https://www.uffizi.it/en/professional-services/publications""]",true,,missing,,,,,"Virgin and Child Enthroned, and Prophets (Santa Trinita Maestà)",cimabue-q15790,Cimabue,,primary,,,1290-1300 ca.,1290,1300,circa_range,https://www.uffizi.it/en/artworks/virgin-and-child-enthroned-and-prophets-santa-trinita-maesta,painting,"Tempera on wood, gold background",384 x 223 cm,Uffizi Galleries,https://www.uffizi.it/en/,,1890 no. 8343,,Uffizi Galleries,https://www.uffizi.it/en/artworks/virgin-and-child-enthroned-and-prophets-santa-trinita-maesta,,https://upload.wikimedia.org/wikipedia/commons/4/4a/Cimabue_-_Maest%C3%A0_di_Santa_Trinita_-_Google_Art_Project.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original,https://commons.wikimedia.org/wiki/File:Cimabue_-_Maest%C3%A0_di_Santa_Trinita_-_Google_Art_Project.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4a/Cimabue_-_Maest%C3%A0_di_Santa_Trinita_-_Google_Art_Project.jpg/500px-Cimabue_-_Maest%C3%A0_di_Santa_Trinita_-_Google_Art_Project.jpg?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=thumbnail&_=20110222162407,,Public Domain Mark 1.0,https://creativecommons.org/publicdomain/mark/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Cimabue_-_Maest%C3%A0_di_Santa_Trinita_-_Google_Art_Project.jpg,The exact Commons file carries Public Domain Mark 1.0 and a PD-Art statement covering the faithful reproduction and the original artwork. Its source/photographer provenance is retained in the credit. Commons notes that reuse of PD-Art photographs may differ by jurisdiction.,Cimabue; Uffizi Galleries; Google Art Project; Public Domain Mark 1.0; https://creativecommons.org/publicdomain/mark/1.0/deed.en; no changes made.,Cimabue; Uffizi Galleries; Google Art Project,2008,3596,true,approved,verified_image,"Viewed the complete shaped panel with its pointed top: enthroned Virgin and Child, eight angels and four prophets below. Matches Uffizi 8343. Source image and museum give slightly different panel heights; museum dimensions retained.",2026-09-15T19:09:17.906678Z
e5135051-9d4b-4caf-b1a6-d628452ea7fe,1,image;painter_country,europe-popular-ng-aliases-9799bc4217c9-a-seaport,e5135051-9d4b-4caf-b1a6-d628452ea7fe,e5135051-9d4b-4caf-b1a6-d628452ea7fe,review,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/claude-lorrain-q214074/works/e5135051-9d4b-4caf-b1a6-d628452ea7fe,A Seaport,claude-lorrain-q214074,"[{""artist_slug"":""claude-lorrain-q214074"",""name"":""Claude Lorrain"",""role"":""primary""}]",,,true,1644,1644,1644,exact,eligible,painting,,oil on canvas,103 × 131 cm,national-gallery-london,National Gallery,GB,https://www.nationalgallery.org.uk,NG5,"[{""scheme"":""european-popular-ng-aliases-object"",""id"":""0FCD-0001-0000-0000"",""url"":""https://www.nationalgallery.org.uk/data/0FCD-0001-0000-0000""}]","[""https://www.nationalgallery.org.uk/data/0FCD-0001-0000-0000""]",true,,missing,,,,,A Seaport,claude-lorrain-q214074,Claude,https://www.nationalgallery.org.uk/artists/claude,primary,,,1644,1644,1644,exact,https://www.nationalgallery.org.uk/paintings/claude-a-seaport,painting,Oil on canvas,103 × 131 cm,"National Gallery, London",https://www.nationalgallery.org.uk,,NG5,,"National Gallery, London",https://www.nationalgallery.org.uk/paintings/claude-a-seaport,,,,,,,,https://www.nationalgallery.org.uk/paintings/claude-a-seaport,The retrieved object record does not establish an accepted licence for its reproduction. No image URL proposed from this source.,,,,,false,unresolved,verified_metadata_only,,2026-09-15T18:45:38.795164+00:00
e6077a46-414f-4be4-8c50-b15acf6de3cb,1,image,europe-met-the-met-9f3b83b777e5-apples-and-grapes,e6077a46-414f-4be4-8c50-b15acf6de3cb,e6077a46-414f-4be4-8c50-b15acf6de3cb,review,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/claude-monet/works/e6077a46-414f-4be4-8c50-b15acf6de3cb,Apples and Grapes,claude-monet,"[{""artist_slug"":""claude-monet"",""name"":""Claude Monet"",""role"":""primary""}]",,FR,true,1879–80,1879,1880,range,eligible,painting,,Oil on canvas,26 5/8 x 35 1/4 in. (67.6 x 89.5 cm),the-met,The Metropolitan Museum of Art,,https://www.metmuseum.org/,57.183,"[{""scheme"":""european-met-the-met-object"",""id"":""437130"",""url"":""https://www.metmuseum.org/art/collection/search/437130""}]","[""https://www.metmuseum.org/art/collection/search/437130""]",true,,missing,,,,,Apples and Grapes,claude-monet,Claude Monet,https://www.wikidata.org/wiki/Q296,primary,,,1879–80,1879,1880,range,https://collectionapi.metmuseum.org/public/collection/v1/objects/437130,painting,Oil on canvas,26 5/8 x 35 1/4 in. (67.6 x 89.5 cm),The Metropolitan Museum of Art,https://www.metmuseum.org/,,57.183,437130,The Metropolitan Museum of Art Collection API,https://collectionapi.metmuseum.org/public/collection/v1/objects/437130,,,,,,,,https://collectionapi.metmuseum.org/public/collection/v1/objects/437130,The exact API record returns isPublicDomain=false and no primaryImage. Its metadata access does not establish reuse permission for an image.,,,,,false,unresolved,verified_metadata_only,,2026-09-15T18:45:30.508879+00:00
c9badd82-1a44-435e-b562-eff16caa4a16,1,image,europe-nga-9e389ff65138-chester-dale,c9badd82-1a44-435e-b562-eff16caa4a16,c9badd82-1a44-435e-b562-eff16caa4a16,review,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/diego-rivera-q171128/works/c9badd82-1a44-435e-b562-eff16caa4a16,Chester Dale,diego-rivera-q171128,"[{""artist_slug"":""diego-rivera-q171128"",""name"":""Diego Rivera"",""role"":""primary""}]",,MX,true,1945,1945,1945,exact,eligible,painting,,oil on canvas,"overall: 100.3 x 126.8 cm (39 1/2 x 49 15/16 in.)
framed: 125.1 x 151.1 cm (49 1/4 x 59 1/2 in.)",national-gallery-of-art,National Gallery of Art,,https://www.nga.gov/,1963.10.62,"[{""scheme"":""european-nga-object"",""id"":""46537"",""url"":""https://www.nga.gov/collection/art-object-page.46537.html""}]","[""https://www.nga.gov/collection/art-object-page.46537.html""]",true,,missing,,,,,Chester Dale,diego-rivera-q171128,Diego Rivera,,primary,,,1945,1945,1945,exact,https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/main/data/objects.csv,painting,oil on canvas,"overall: 100.3 x 126.8 cm (39 1/2 x 49 15/16 in.)
framed: 125.1 x 151.1 cm (49 1/4 x 59 1/2 in.)","National Gallery of Art, Washington",,,1963.10.62,46537,"National Gallery of Art — official Open Data, objects.csv",https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/main/data/objects.csv,,,,,,,,https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/main/data/objects.csv,No explicit accepted licence for an exact reproduction was established in the retrieved source. No direct image proposed.,,,,,false,unresolved,verified_metadata_only,"Exact accession and objectid verified in the holding museum’s public objects.csv. Individual web page returned HTTP 403. The dataset is metadata evidence only, not an image licence.",2026-09-15T19:05:12.138391Z
6a1ed4c9-9d68-4d7b-b3d1-74c172b2ad67,1,image,europe-normandy-rouen-37202e530b5b-democrite,6a1ed4c9-9d68-4d7b-b3d1-74c172b2ad67,6a1ed4c9-9d68-4d7b-b3d1-74c172b2ad67,review,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/diego-velazquez-q297/works/6a1ed4c9-9d68-4d7b-b3d1-74c172b2ad67,Démocrite,diego-velazquez-q297,"[{""artist_slug"":""diego-velazquez-q297"",""name"":""Diego Velázquez"",""role"":""primary""}]",,ES,true,Vers 1630,1630,1630,circa,eligible,painting,,Huile sur toile,,musee-beaux-arts-rouen,Musée des Beaux-Arts de Rouen,FR,https://mbarouen.fr,822.1.16,"[{""scheme"":""european-normandy-rouen-object"",""id"":""oeuvres/democrite"",""url"":""https://mbarouen.fr/fr/oeuvres/democrite""}]","[""https://mbarouen.fr/fr/oeuvres/democrite""]",true,,missing,,,,,Démocrite,diego-velazquez-q297,Diego Velázquez,,primary,,,Vers 1630,1630,1630,circa,https://mbarouen.fr/fr/oeuvres/democrite,painting,Huile sur toile,,Musée des Beaux-Arts de Rouen,,,822.1.16,,Musée des Beaux-Arts de Rouen,https://mbarouen.fr/fr/oeuvres/democrite,,,,,,,,https://mbarouen.fr/fr/oeuvres/democrite,No explicit accepted licence for an exact reproduction was established in the retrieved source. No direct image proposed.,,,,,false,unresolved,verified_metadata_only,,2026-09-15T19:05:12.138391Z
3694fe12-14f8-488a-ada0-7a0a9ed1dce6,1,image,uffizi-Q3605541-adoration-of-the-magi-tornabuoni-tondo,3694fe12-14f8-488a-ada0-7a0a9ed1dce6,3694fe12-14f8-488a-ada0-7a0a9ed1dce6,review,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/domenico-ghirlandaio-q191423/works/3694fe12-14f8-488a-ada0-7a0a9ed1dce6,Adoration of the Magi (Tornabuoni tondo),domenico-ghirlandaio-q191423,"[{""artist_slug"":""domenico-ghirlandaio-q191423"",""name"":""Domenico Ghirlandaio"",""role"":""primary""}]",,IT,true,1487,1487,1487,exact,eligible,painting,,Tempera on panel,171.5 cm diameter,uffizi,Uffizi Galleries,,https://www.uffizi.it/en/,1890 n. 1619,"[{""scheme"":""uffizi-object"",""id"":""Q3605541"",""url"":""https://www.uffizi.it/en/artworks/adoration-of-the-magi-ghirlandaio""}]","[""https://www.uffizi.it/en/artworks/adoration-of-the-magi-ghirlandaio"",""https://www.uffizi.it/en/professional-services/publications""]",true,,missing,,,,,Adoration of the Magi,domenico-ghirlandaio-q191423,Domenico Ghirlandaio,,primary,,,1487,1487,1487,exact,https://www.uffizi.it/en/artworks/adoration-of-the-magi-ghirlandaio,painting,Tempera on panel,171.5 cm (diameter),Uffizi Galleries,https://www.uffizi.it/en/,,1890 n. 1619,,Uffizi Galleries,https://www.uffizi.it/en/artworks/adoration-of-the-magi-ghirlandaio,,,"https://commons.wikimedia.org/wiki/File:Ghirlandaio_-_Adoration_of_the_Magi,_1487,_1890_no._1619.jpg",,,,,"https://commons.wikimedia.org/wiki/File:Ghirlandaio_-_Adoration_of_the_Magi,_1487,_1890_no._1619.jpg","Commons marks this Uffizi-sourced file PDM 1.0, but the inspected photograph includes a three-dimensional gilded frame and a visible copyright watermark at the lower edge. The two-dimensional PD-Art assertion does not resolve those features; no direct image proposed.",,,,,true,unresolved,needs_review,"Visually matched the 1487 Tornabuoni tondo, accession 1619: Madonna and Child centred, kings kneeling in the foreground and an open classical structure behind. Full tondo is visible with its elaborate frame and surrounding wall. Rights and presentation require review.",2026-09-15T19:05:12.138391Z
f5695df7-f88f-4cc1-b0ce-84ceadbf1ccb,1,image,europe-ng-b3d9a0a7e535-at-the-cafe-de-chateaudun,f5695df7-f88f-4cc1-b0ce-84ceadbf1ccb,f5695df7-f88f-4cc1-b0ce-84ceadbf1ccb,review,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/edgar-degas-q46373/works/f5695df7-f88f-4cc1-b0ce-84ceadbf1ccb,At the Café de Châteaudun,edgar-degas-q46373,"[{""artist_slug"":""edgar-degas-q46373"",""name"":""Edgar Degas"",""role"":""primary""}]",,FR,true,about 1869-71,1869,1871,circa_range,eligible,painting,,"oil on paper, mounted on wood",23.7 × 19 cm,national-gallery-london,National Gallery,GB,https://www.nationalgallery.org.uk,NG6536,"[{""scheme"":""european-ng-object"",""id"":""NG6536"",""url"":""https://www.nationalgallery.org.uk/data/0EYT-0001-0000-0000""}]","[""https://www.nationalgallery.org.uk/data/0EYT-0001-0000-0000""]",true,,missing,,,,,At the Café de Châteaudun,edgar-degas-q46373,Hilaire-Germain-Edgar Degas,https://www.nationalgallery.org.uk/artists/hilaire-germain-edgar-degas,primary,,,About 1869-71,1869,1871,circa_range,https://www.nationalgallery.org.uk/paintings/hilaire-germain-edgar-degas-at-the-cafe-de-chateaudun,painting,"Oil on paper, mounted on wood-fibre based board",23.7 × 19 cm,"National Gallery, London",https://www.nationalgallery.org.uk,,NG6536,,"National Gallery, London",https://www.nationalgallery.org.uk/paintings/hilaire-germain-edgar-degas-at-the-cafe-de-chateaudun,,,,,,,,https://www.nationalgallery.org.uk/paintings/hilaire-germain-edgar-degas-at-the-cafe-de-chateaudun,The retrieved object record does not establish an accepted licence for its reproduction. No image URL proposed from this source.,,,,,false,unresolved,verified_metadata_only,,2026-09-15T18:45:54.931705+00:00
837f46e0-1629-42ae-8fbd-ca12be547a0b,1,image,europe-gulbenkian-72b3bebc5760-boy-blowing-bubbles,837f46e0-1629-42ae-8fbd-ca12be547a0b,837f46e0-1629-42ae-8fbd-ca12be547a0b,review,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/edouard-manet-q40599/works/837f46e0-1629-42ae-8fbd-ca12be547a0b,Boy Blowing Bubbles,edouard-manet-q40599,"[{""artist_slug"":""edouard-manet-q40599"",""name"":""Édouard Manet"",""role"":""primary""}]",,FR,true,1867,1867,1867,exact,eligible,painting,,Oil on canvas,100 × 81 cm,museu-calouste-gulbenkian,Museu Calouste Gulbenkian,PT,https://gulbenkian.pt/museu/en/,2361,"[{""scheme"":""european-gulbenkian-object"",""id"":""2361"",""url"":""https://gulbenkian.pt/museu/en/works/boy-blowing-bubbles/""}]","[""https://gulbenkian.pt/museu/en/works/boy-blowing-bubbles/""]",true,,missing,,,,,Boy Blowing Bubbles,edouard-manet-q40599,Édouard Manet,,primary,,,1867,1867,1867,exact,https://gulbenkian.pt/museu/en/works/boy-blowing-bubbles/,painting,Oil on canvas,100 × 81 cm,Calouste Gulbenkian Museum,,,2361,,Calouste Gulbenkian Museum,https://gulbenkian.pt/museu/en/works/boy-blowing-bubbles/,,,,,,,,https://gulbenkian.pt/museu/en/works/boy-blowing-bubbles/,No explicit accepted licence for an exact reproduction was established in the retrieved source. No direct image proposed.,,,,,false,unresolved,verified_metadata_only,,2026-09-15T19:05:12.138391Z
20c43217-27cf-5f96-afc1-3b61499de51a,1,image,wikimedia-artwork-q123348053,20c43217-27cf-5f96-afc1-3b61499de51a,20c43217-27cf-5f96-afc1-3b61499de51a,review,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/edvard-munch/works/20c43217-27cf-5f96-afc1-3b61499de51a,Bush,edvard-munch,"[{""artist_slug"":""edvard-munch"",""name"":""Edvard Munch"",""role"":""primary""}]",,NO,true,1930–1940,1930,1940,range,eligible,painting,,,,wikimedia-museum-q844926,Munch Museum,,https://www.munch.no/,MM.M.00320,"[{""scheme"":""wikidata"",""id"":""Q123348053"",""url"":""https://www.wikidata.org/wiki/Q123348053""}]","[""https://foto.munchmuseet.no/fotoweb/archives/5013-Malerier/Arkiv/MM.M.00320_20200310.tif.info"",""https://www.wikidata.org/wiki/Q123348053""]",true,,missing,,,,,Bush,edvard-munch,Edvard Munch,,primary,,,1930–1940,1930,1940,range,https://foto.munchmuseet.no/fotoweb/archives/5013-Malerier/Arkiv/MM.M.00320_20200310.tif.info,painting,Olje på lerret,Image: 105.5 × 80.5 cm; framed: 109.2 × 83.7 × 5 cm,MUNCH,,,MM.M.00320,,MUNCH,https://foto.munchmuseet.no/fotoweb/archives/5013-Malerier/Arkiv/MM.M.00320_20200310.tif.info,,,,,,,,https://foto.munchmuseet.no/fotoweb/archives/5013-Malerier/Arkiv/MM.M.00320_20200310.tif.info,"The exact MM.M.00320_20200310.tif reproduction is CC BY-NC-SA 4.0 Munchmuseet (http://creativecommons.org/licenses/by-nc-sa/4.0/), photograph by Juri Kobayashi, 2020-03-10. NonCommercial excludes automatic reuse under this assignment.",,,,,false,restricted,verified_metadata_only,Catalogue raisonné: Woll M 1868 App. The photograph date 2020-03-10 is not the artwork creation date.,2026-09-15T19:05:12.138391Z
2ad5ad3b-7101-4dec-b428-cda9133cd9cb,1,image,europe-bilbao-2e4cf79cd1f8-saint-francis-in-prayer-before-the-crucifix,2ad5ad3b-7101-4dec-b428-cda9133cd9cb,2ad5ad3b-7101-4dec-b428-cda9133cd9cb,review,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/el-greco-q301/works/2ad5ad3b-7101-4dec-b428-cda9133cd9cb,Saint Francis in Prayer Before the Crucifix,el-greco-q301,"[{""artist_slug"":""el-greco-q301"",""name"":""El Greco"",""role"":""primary""}]",,GR,true,c. 1585,1585,1585,circa,eligible,painting,,Oil on canvas,105.5 × 86.5 cm,museo-bellas-artes-bilbao,Museo de Bellas Artes de Bilbao,ES,https://bilbaomuseoa.eus/,69/115,"[{""scheme"":""european-bilbao-object"",""id"":""museotik-ca-93668"",""url"":""https://museotik.euskadi.eus/title-saint-francis-in-prayer-before-the-crucifix/object-painting/museotik-ca-93668/webmus00-contenedor/en/""}]","[""https://museotik.euskadi.eus/title-saint-francis-in-prayer-before-the-crucifix/object-painting/museotik-ca-93668/webmus00-contenedor/en/""]",true,,missing,,,,,Saint Francis in Prayer Before the Crucifix,el-greco-q301,El Greco,,primary,,,c. 1585,1585,1585,circa,https://museotik.euskadi.eus/title-saint-francis-in-prayer-before-the-crucifix/object-painting/museotik-ca-93668/webmus00-contenedor/en/,painting,Oil on canvas,105.5 × 86.5 cm,Bilbao Fine Arts Museum,,,69/115,93668,Bilbao Fine Arts Museum,https://museotik.euskadi.eus/title-saint-francis-in-prayer-before-the-crucifix/object-painting/museotik-ca-93668/webmus00-contenedor/en/,,,,,,,,https://museotik.euskadi.eus/title-saint-francis-in-prayer-before-the-crucifix/object-painting/museotik-ca-93668/webmus00-contenedor/en/,No explicit accepted licence for an exact reproduction was established in the retrieved source. No direct image proposed.,,,,,false,unresolved,verified_metadata_only,Verified through the Basque Government Museotik institutional catalogue. Distinguish other versions of the same composition.,2026-09-15T19:05:12.138391Z
ab575d17-6369-41c6-89ae-3f667ec00f1e,1,image,europe-joconde-m5077-6ce8e2f3b12e-andre-ernest-gretry-1741-1813,ab575d17-6369-41c6-89ae-3f667ec00f1e,ab575d17-6369-41c6-89ae-3f667ec00f1e,review,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/elisabeth-vigee-le-brun-q213163/works/ab575d17-6369-41c6-89ae-3f667ec00f1e,ANDRE ERNEST GRETRY (1741-1813),elisabeth-vigee-le-brun-q213163,"[{""artist_slug"":""elisabeth-vigee-le-brun-q213163"",""name"":""Élisabeth Vigée Le Brun"",""role"":""primary""}]",,FR,true,1785,1785,1785,exact,eligible,painting,,peinture à l'huile;toile,72 H ; 59 L,joconde-m5077,musée national des châteaux de Versailles et de Trianon — Versailles,FR,https://pop.culture.gouv.fr/notice/museo/M5077,MV 4556 ; INV 3056 ; LP 5044,"[{""scheme"":""european-joconde-m5077-object"",""id"":""000PE008095"",""url"":""https://pop.culture.gouv.fr/notice/joconde/000PE008095""}]","[""https://pop.culture.gouv.fr/notice/joconde/000PE008095""]",true,,missing,,,,,ANDRE ERNEST GRETRY (1741-1813),elisabeth-vigee-le-brun-q213163,Vigée-Le Brun Louise-Élisabeth (1755-1842),,primary,,,1785,1785,1785,exact,https://pop.culture.gouv.fr/notice/joconde/000PE008095,painting,peinture à l'huile ; toile,72 H ; 59 L,Versailles ; musée national des châteaux de Versailles et de Trianon,,,MV 4556 ; INV 3056 ; LP 5044,000PE008095,Ministère de la Culture — POP/Joconde,https://pop.culture.gouv.fr/notice/joconde/000PE008095,https://github.com/etalab/licence-ouverte/blob/master/LO.md,,,,,,,https://pop.culture.gouv.fr/notice/joconde/000PE008095,Photographic credit on this record: © Arnaudet ; Réunion des musées nationaux - utilisation soumise à autorisation. No accepted image licence established from this record.,,,,,false,restricted,verified_metadata_only,,2026-09-15T18:45:40.103846+00:00
dc93797d-2c4d-4dab-9c6a-5d0ebc275f1f,1,image,europe-joconde-m0065-1039d75179a9-arabe,dc93797d-2c4d-4dab-9c6a-5d0ebc275f1f,dc93797d-2c4d-4dab-9c6a-5d0ebc275f1f,review,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/eugene-delacroix-q33477/works/dc93797d-2c4d-4dab-9c6a-5d0ebc275f1f,ARABE,eugene-delacroix-q33477,"[{""artist_slug"":""eugene-delacroix-q33477"",""name"":""Eugène Delacroix"",""role"":""primary""}]",,FR,true,1845,1845,1845,exact,eligible,painting,,peinture à l'huile;toile,32 H ; 41 L,joconde-m0065,musée des beaux-arts — Bordeaux,FR,https://pop.culture.gouv.fr/notice/museo/M0065,Bx E 401 ; Bx M 7197,"[{""scheme"":""european-joconde-m0065-object"",""id"":""000PE020103"",""url"":""https://pop.culture.gouv.fr/notice/joconde/000PE020103""}]","[""https://pop.culture.gouv.fr/notice/joconde/000PE020103""]",true,,missing,,,,,ARABE,eugene-delacroix-q33477,Delacroix Eugène (1798-1863),,primary,,,1845,1845,1845,exact,https://pop.culture.gouv.fr/notice/joconde/000PE020103,painting,peinture à l'huile,32 H ; 41 L,Bordeaux ; musée des beaux-arts,,,Bx E 401 ; Bx M 7197,000PE020103,Ministère de la Culture — POP/Joconde,https://pop.culture.gouv.fr/notice/joconde/000PE020103,https://github.com/etalab/licence-ouverte/blob/master/LO.md,,,,,,,https://pop.culture.gouv.fr/notice/joconde/000PE020103,Photographic credit on this record: © Lysiane Gauthier. No accepted image licence established from this record.,,,,,false,unresolved,verified_metadata_only,,2026-09-15T18:45:48.059847+00:00
